Iso3_code,Country,Region,Subregion,Indicator,Year,VALUE
COK,Cook Islands,Oceania,Polynesia,Persons brought into formal contact,2017,2
COK,Cook Islands,Oceania,Polynesia,Persons convicted,2017,2
COK,Cook Islands,Oceania,Polynesia,Persons prosecuted,2017,2
COK,Cook Islands,Oceania,Polynesia,Detected trafficking victims,2019,2
COK,Cook Islands,Oceania,Polynesia,Offences of trafficking in persons,2019,2
COK,Cook Islands,Oceania,Polynesia,Persons brought into formal contact,2019,2
COK,Cook Islands,Oceania,Polynesia,Persons convicted,2019,2
COK,Cook Islands,Oceania,Polynesia,Persons prosecuted,2019,2
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2007,78
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2007,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2007,76
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2008,53
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2008,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2008,137
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2009,53
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2009,21
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2009,58
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2010,53
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2010,116
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2010,43
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2010,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2010,62
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2011,23
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2011,143
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2011,40
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2011,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2011,36
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,35
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,40
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2012,40
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2012,18
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2012,45
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,60
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,27
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,47
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2013,20
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2013,72
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2014,72
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,10
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2014,47
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2014,9
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2014,99
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2015,38
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,10
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2015,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2015,2
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2015,9
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2016,76
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2016,194
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2016,100
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2016,5
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2016,42
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2017,98
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2017,160
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2017,112
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2017,16
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2017,29
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2018,113
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2018,197
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2018,24
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2018,28
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2018,159
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2019,124
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2019,214
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2019,41
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2019,28
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2019,78
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2020,104
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2020,186
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2020,38
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2020,5
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2020,123
COL,Colombia,Americas,Latin America and the Caribbean,Detected trafficking victims,2021,181
COL,Colombia,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2021,229
COL,Colombia,Americas,Latin America and the Caribbean,Persons brought into formal contact,2021,58
COL,Colombia,Americas,Latin America and the Caribbean,Persons convicted,2021,9
COL,Colombia,Americas,Latin America and the Caribbean,Persons prosecuted,2021,108
COM,Comoros,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2010,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons brought into formal contact,2010,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons convicted,2010,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons prosecuted,2010,2
COM,Comoros,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2011,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons brought into formal contact,2011,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons convicted,2011,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons prosecuted,2011,2
COM,Comoros,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons brought into formal contact,2012,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons convicted,2012,2
COM,Comoros,Africa,Sub-Saharan Africa,Persons prosecuted,2012,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2010,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons brought into formal contact,2010,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons convicted,2010,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons prosecuted,2010,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2011,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons brought into formal contact,2011,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons convicted,2011,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons prosecuted,2011,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons brought into formal contact,2012,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons convicted,2012,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons prosecuted,2012,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons brought into formal contact,2013,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons convicted,2013,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons prosecuted,2013,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2014,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons brought into formal contact,2014,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons convicted,2014,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Persons prosecuted,2014,2
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,7
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2018,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2007,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2007,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2007,9
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2008,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2008,18
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2009,10
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2009,7
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2009,41
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2010,83
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2010,45
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2010,11
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2010,43
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2011,27
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2011,6
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2011,32
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,22
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,29
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,9
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2013,13
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2014,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,7
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2014,7
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2014,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2014,7
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2015,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,17
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2015,17
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2015,17
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2016,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2016,27
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2016,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2016,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2016,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2017,60
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2017,43
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2017,24
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2017,5
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2017,24
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2018,30
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2018,68
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2018,20
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2018,8
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2018,69
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2019,62
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2019,61
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2019,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2019,10
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2019,61
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2020,51
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2020,57
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2020,16
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2020,2
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2020,57
CRI,Costa Rica,Americas,Latin America and the Caribbean,Detected trafficking victims,2021,21
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons brought into formal contact,2021,42
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,2021,7
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons prosecuted,2021,42
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,13
CUB,Cuba,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,9
CUB,Cuba,Americas,Latin America and the Caribbean,Persons brought into formal contact,2012,14
CUB,Cuba,Americas,Latin America and the Caribbean,Persons convicted,2012,14
CUB,Cuba,Americas,Latin America and the Caribbean,Persons prosecuted,2012,14
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,14
CUB,Cuba,Americas,Latin America and the Caribbean,Persons convicted,2013,16
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,2014,16
CUB,Cuba,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,13
CUB,Cuba,Americas,Latin America and the Caribbean,Persons brought into formal contact,2014,12
CUB,Cuba,Americas,Latin America and the Caribbean,Detected trafficking victims,2015,11
CUB,Cuba,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,10
CUB,Cuba,Americas,Latin America and the Caribbean,Persons brought into formal contact,2015,17
